"Time Stamp",ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
4211424,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
4231428,00000011,false,Rx,0,4,00,70,00,F8,00,00,00,00
4241430,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
4246432,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
4261435,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
4301443,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
4311445,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
4331450,00000011,false,Rx,0,4,00,6E,00,F8,00,00,00,00
4346453,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
4401464,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
4411467,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
4431471,00000011,false,Rx,0,4,00,73,00,F8,00,00,00,00
4441473,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
4446474,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
4461477,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
4501486,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
4511488,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
4531492,00000011,false,Rx,0,4,00,73,00,F8,00,00,00,00
4546495,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
4601507,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
4611509,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
4631513,00000011,false,Rx,0,4,00,70,00,F8,00,00,00,00
4641515,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
4646517,00000012,false,Rx,0,6,02,10,11,11,A4,00,00,00
4661520,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
4701528,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
4711530,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
4731535,00000011,false,Rx,0,4,00,6E,00,F8,00,00,00,00
4746538,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
4801549,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
4811552,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
4831556,00000011,false,Rx,0,4,00,6B,00,F8,00,00,00,00
4841558,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
4846559,00000012,false,Rx,0,6,02,10,11,11,A4,00,00,00
4861562,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
4901571,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
4911573,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
4931577,00000011,false,Rx,0,4,00,73,00,F8,00,00,00,00
4946580,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
5001592,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
5011594,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
5031598,00000011,false,Rx,0,4,00,66,00,F8,00,00,00,00
5041600,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
5046602,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
5061605,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
5101613,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
5111615,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
5131620,00000011,false,Rx,0,4,00,6B,00,F8,00,00,00,00
5146623,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
5201635,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
5211637,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
5231641,00000011,false,Rx,0,4,00,6E,00,F8,00,00,00,00
5241643,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
5246644,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
5261647,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
5301656,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
5311658,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
5331662,00000011,false,Rx,0,4,00,6B,00,F8,00,00,00,00
5346665,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
5401677,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
5411679,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
5431683,00000011,false,Rx,0,4,00,6E,00,F8,00,00,00,00
5441686,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
5446687,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
5461690,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
5501698,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
5511700,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
5531705,00000011,false,Rx,0,4,00,6B,00,F8,00,00,00,00
5546708,00000012,false,Rx,0,6,02,10,11,11,A4,00,00,00
5601720,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
5611722,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
5631726,00000011,false,Rx,0,4,00,6E,00,F8,00,00,00,00
5641728,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
5646729,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
5661732,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
5701741,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
5711743,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
5731747,00000011,false,Rx,0,4,00,6B,00,F8,00,00,00,00
5746750,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
5801762,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
5811764,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
5831768,00000011,false,Rx,0,4,00,70,00,F8,00,00,00,00
5841771,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
5846772,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
5861775,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
5901783,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
5911785,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
5931790,00000011,false,Rx,0,4,00,6B,00,F8,00,00,00,00
5946793,00000012,false,Rx,0,6,02,10,11,11,A4,00,00,00
6001805,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
6011807,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
6031811,00000011,false,Rx,0,4,00,75,00,F8,00,00,00,00
6041813,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
6046814,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
6061817,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
6101826,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
6111828,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
6131832,00000011,false,Rx,0,4,00,70,00,F8,00,00,00,00
6146835,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
6201847,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
6211849,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
