Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,,B0,B1,B2,B3,B4,B5,B6,B7,,
69412218,25,FALSE,Rx,0,8,43,8C,F0,11,11,11,D4,FF,,67,140,240,17,17,17,212,255,,17292
69452227,1,FALSE,Rx,0,2,F1,0,0,0,0,0,0,0,,241,0,0,0,0,0,0,0,,
69462229,10,FALSE,Rx,0,6,F1,0,FE,C0,99,99,0,0,,241,0,254,192,153,153,0,0,,
69482233,11,FALSE,Rx,0,4,80,75,31,F8,0,0,0,0,,128,117,49,248,0,0,0,0,,
69497237,12,FALSE,Rx,0,6,10,10,11,11,A8,30,0,0,,16,16,17,17,168,48,0,0,,
69552248,1,FALSE,Rx,0,2,F1,0,0,0,0,0,0,0,,241,0,0,0,0,0,0,0,,
69562251,10,FALSE,Rx,0,6,F1,0,FE,C0,99,99,0,0,,241,0,254,192,153,153,0,0,,
69582255,11,FALSE,Rx,0,4,80,75,31,F8,0,0,0,0,,128,117,49,248,0,0,0,0,,
69592257,4,FALSE,Rx,0,2,43,FE,0,0,0,0,0,0,,67,254,0,0,0,0,0,0,,
69597258,12,FALSE,Rx,0,6,10,10,11,11,A8,30,0,0,,16,16,17,17,168,48,0,0,,
69612261,25,FALSE,Rx,0,8,42,9B,F0,11,11,11,D4,FF,,66,155,240,17,17,17,212,255,,17051
69652270,1,FALSE,Rx,0,2,F2,0,0,0,0,0,0,0,,242,0,0,0,0,0,0,0,,
69662272,10,FALSE,Rx,0,6,F1,0,FE,C0,99,99,0,0,,241,0,254,192,153,153,0,0,,
69682276,11,FALSE,Rx,0,4,80,78,31,F8,0,0,0,0,,128,120,49,248,0,0,0,0,,
69697280,12,FALSE,Rx,0,6,10,10,11,11,A8,30,0,0,,16,16,17,17,168,48,0,0,,
69752292,1,FALSE,Rx,0,2,F2,0,0,0,0,0,0,0,,242,0,0,0,0,0,0,0,,
69762294,10,FALSE,Rx,0,6,F1,0,FE,C0,99,99,0,0,,241,0,254,192,153,153,0,0,,
69782298,11,FALSE,Rx,0,4,80,78,31,F8,0,0,0,0,,128,120,49,248,0,0,0,0,,
69792300,4,FALSE,Rx,0,2,43,FE,0,0,0,0,0,0,,67,254,0,0,0,0,0,0,,
69797301,12,FALSE,Rx,0,6,10,10,11,11,A8,30,0,0,,16,16,17,17,168,48,0,0,,
69812304,25,FALSE,Rx,0,8,42,AA,F0,11,11,11,D4,FF,,66,170,240,17,17,17,212,255,,17066
69852313,1,FALSE,Rx,0,2,F2,0,0,0,0,0,0,0,,242,0,0,0,0,0,0,0,,
69862315,10,FALSE,Rx,0,6,F1,0,FE,C0,99,99,0,0,,241,0,254,192,153,153,0,0,,
69882319,11,FALSE,Rx,0,4,80,75,32,F8,0,0,0,0,,128,117,50,248,0,0,0,0,,
69897323,12,FALSE,Rx,0,6,10,10,11,11,A8,30,0,0,,16,16,17,17,168,48,0,0,,
69952335,1,FALSE,Rx,0,2,F2,0,0,0,0,0,0,0,,242,0,0,0,0,0,0,0,,
69962337,10,FALSE,Rx,0,6,F1,0,FE,C0,99,99,0,0,,241,0,254,192,153,153,0,0,,
69982341,11,FALSE,Rx,0,4,80,75,32,F8,0,0,0,0,,128,117,50,248,0,0,0,0,,
69992343,4,FALSE,Rx,0,2,43,FE,0,0,0,0,0,0,,67,254,0,0,0,0,0,0,,
69997344,12,FALSE,Rx,0,6,10,10,11,11,A8,31,0,0,,16,16,17,17,168,49,0,0,,
70012348,25,FALSE,Rx,0,8,42,AC,F0,11,11,11,D4,FF,,66,172,240,17,17,17,212,255,,17068
70052356,1,FALSE,Rx,0,2,F2,0,0,0,0,0,0,0,,242,0,0,0,0,0,0,0,,
70062358,10,FALSE,Rx,0,6,F2,20,FE,C0,99,99,0,0,,242,32,254,192,153,153,0,0,,
70082363,11,FALSE,Rx,0,4,80,75,2F,F8,0,0,0,0,,128,117,47,248,0,0,0,0,,
70097366,12,FALSE,Rx,0,6,11,10,11,11,A8,32,0,0,,17,16,17,17,168,50,0,0,,
70152378,1,FALSE,Rx,0,2,F5,0,0,0,0,0,0,0,,245,0,0,0,0,0,0,0,,
70162380,10,FALSE,Rx,0,6,F2,20,FE,C0,99,99,0,0,,242,32,254,192,153,153,0,0,,
70182384,11,FALSE,Rx,0,4,80,75,2F,F8,0,0,0,0,,128,117,47,248,0,0,0,0,,
70192386,4,FALSE,Rx,0,2,43,FE,0,0,0,0,0,0,,67,254,0,0,0,0,0,0,,
70197388,12,FALSE,Rx,0,6,10,10,11,11,A8,31,0,0,,16,16,17,17,168,49,0,0,,
70212391,25,FALSE,Rx,0,7,42,F0,11,11,11,D4,FF,0,,66,240,17,17,17,212,255,0,,17136
70252399,1,FALSE,Rx,0,2,F5,0,0,0,0,0,0,0,,245,0,0,0,0,0,0,0,,
70262401,10,FALSE,Rx,0,6,F2,20,FE,C0,99,99,0,0,,242,32,254,192,153,153,0,0,,
70282406,11,FALSE,Rx,0,4,80,75,2F,F8,0,0,0,0,,128,117,47,248,0,0,0,0,,
70297409,12,FALSE,Rx,0,6,10,10,11,11,A8,2F,0,0,,16,16,17,17,168,47,0,0,,
70352421,1,FALSE,Rx,0,2,F5,0,0,0,0,0,0,0,,245,0,0,0,0,0,0,0,,
70362423,10,FALSE,Rx,0,6,F2,20,FE,C0,99,99,0,0,,242,32,254,192,153,153,0,0,,
70382427,11,FALSE,Rx,0,4,80,75,30,F8,0,0,0,0,,128,117,48,248,0,0,0,0,,
70392430,4,FALSE,Rx,0,2,43,FE,0,0,0,0,0,0,,67,254,0,0,0,0,0,0,,
70397431,12,FALSE,Rx,0,6,0F,10,11,11,A8,2F,0,0,,15,16,17,17,168,47,0,0,,
70412434,25,FALSE,Rx,0,7,43,84,F0,11,11,D4,FF,0,,67,132,240,17,17,212,255,0,,17284
70452442,1,FALSE,Rx,0,2,F0,0,0,0,0,0,0,0,,240,0,0,0,0,0,0,0,,
70462445,10,FALSE,Rx,0,6,F2,20,FE,C0,99,99,0,0,,242,32,254,192,153,153,0,0,,
70482449,11,FALSE,Rx,0,4,80,75,30,F8,0,0,0,0,,128,117,48,248,0,0,0,0,,
70497452,12,FALSE,Rx,0,6,10,10,11,11,A8,2F,0,0,,16,16,17,17,168,47,0,0,,
70552464,1,FALSE,Rx,0,2,F0,0,0,0,0,0,0,0,,240,0,0,0,0,0,0,0,,
70562466,10,FALSE,Rx,0,6,F0,0,FE,C0,99,99,0,0,,240,0,254,192,153,153,0,0,,
70582470,11,FALSE,Rx,0,4,80,75,30,F8,0,0,0,0,,128,117,48,248,0,0,0,0,,
70592473,4,FALSE,Rx,0,2,43,FE,0,0,0,0,0,0,,67,254,0,0,0,0,0,0,,
70597474,12,FALSE,Rx,0,6,10,10,11,11,A8,30,0,0,,16,16,17,17,168,48,0,0,,
70612477,25,FALSE,Rx,0,8,43,7A,F0,11,11,11,D4,FF,,67,122,240,17,17,17,212,255,,17274
70652486,1,FALSE,Rx,0,2,F0,0,0,0,0,0,0,0,,240,0,0,0,0,0,0,0,,
70662488,10,FALSE,Rx,0,6,F0,0,FE,C0,99,99,0,0,,240,0,254,192,153,153,0,0,,
70682492,11,FALSE,Rx,0,4,80,75,30,F8,0,0,0,0,,128,117,48,248,0,0,0,0,,
70697495,12,FALSE,Rx,0,6,10,10,11,11,A8,30,0,0,,16,16,17,17,168,48,0,0,,
70752507,1,FALSE,Rx,0,2,F0,0,0,0,0,0,0,0,,240,0,0,0,0,0,0,0,,
70762509,10,FALSE,Rx,0,6,F0,0,FE,C0,99,99,0,0,,240,0,254,192,153,153,0,0,,
70782514,11,FALSE,Rx,0,4,80,75,30,F8,0,0,0,0,,128,117,48,248,0,0,0,0,,
70792516,4,FALSE,Rx,0,2,43,FE,0,0,0,0,0,0,,67,254,0,0,0,0,0,0,,
70797517,12,FALSE,Rx,0,6,10,10,11,11,A8,30,0,0,,16,16,17,17,168,48,0,0,,
70812520,25,FALSE,Rx,0,7,43,73,F0,11,11,D4,FF,0,,67,115,240,17,17,212,255,0,,17267
70852529,1,FALSE,Rx,0,2,F1,0,0,0,0,0,0,0,,241,0,0,0,0,0,0,0,,
70862531,10,FALSE,Rx,0,6,F0,0,FE,C0,99,99,0,0,,240,0,254,192,153,153,0,0,,
70882535,11,FALSE,Rx,0,4,80,78,30,F8,0,0,0,0,,128,120,48,248,0,0,0,0,,
70897538,12,FALSE,Rx,0,6,10,10,11,11,A8,30,0,0,,16,16,17,17,168,48,0,0,,
70952550,1,FALSE,Rx,0,2,F1,0,0,0,0,0,0,0,,241,0,0,0,0,0,0,0,,
70962553,10,FALSE,Rx,0,6,F0,0,FE,C0,99,99,0,0,,240,0,254,192,153,153,0,0,,
70982557,11,FALSE,Rx,0,4,80,78,31,F8,0,0,0,0,,128,120,49,248,0,0,0,0,,
70992559,4,FALSE,Rx,0,2,43,FE,0,0,0,0,0,0,,67,254,0,0,0,0,0,0,,
70997560,12,FALSE,Rx,0,6,10,10,11,11,A8,30,0,0,,16,16,17,17,168,48,0,0,,
71012563,25,FALSE,Rx,0,8,43,6E,F0,11,11,11,D4,FF,,67,110,240,17,17,17,212,255,,17262
71052572,1,FALSE,Rx,0,2,F1,0,0,0,0,0,0,0,,241,0,0,0,0,0,0,0,,
71062574,10,FALSE,Rx,0,6,F1,20,FE,C0,99,99,0,0,,241,32,254,192,153,153,0,0,,
71082578,11,FALSE,Rx,0,4,80,78,2D,F8,0,0,0,0,,128,120,45,248,0,0,0,0,,
71097582,12,FALSE,Rx,0,6,10,10,11,11,A8,30,0,0,,16,16,17,17,168,48,0,0,,
71152593,1,FALSE,Rx,0,2,F1,0,0,0,0,0,0,0,,241,0,0,0,0,0,0,0,,
71162596,10,FALSE,Rx,0,6,F1,20,FE,C0,99,99,0,0,,241,32,254,192,153,153,0,0,,
71182600,11,FALSE,Rx,0,4,80,75,2E,F8,0,0,0,0,,128,117,46,248,0,0,0,0,,
71192602,4,FALSE,Rx,0,2,43,FE,0,0,0,0,0,0,,67,254,0,0,0,0,0,0,,
71197603,12,FALSE,Rx,0,6,10,10,11,11,A8,30,0,0,,16,16,17,17,168,48,0,0,,
71212606,25,FALSE,Rx,0,8,43,69,F0,11,11,11,D4,FF,,67,105,240,17,17,17,212,255,,17257
71252615,1,FALSE,Rx,0,2,F1,0,0,0,0,0,0,0,,241,0,0,0,0,0,0,0,,
71262617,10,FALSE,Rx,0,6,F1,20,FE,C0,99,99,0,0,,241,32,254,192,153,153,0,0,,
71282621,11,FALSE,Rx,0,4,80,75,2E,F8,0,0,0,0,,128,117,46,248,0,0,0,0,,
71297625,12,FALSE,Rx,0,6,0F,10,11,11,A8,2E,0,0,,15,16,17,17,168,46,0,0,,
71352637,1,FALSE,Rx,0,2,F1,0,0,0,0,0,0,0,,241,0,0,0,0,0,0,0,,
71362639,10,FALSE,Rx,0,6,F1,20,FE,C0,99,99,0,0,,241,32,254,192,153,153,0,0,,
71382643,11,FALSE,Rx,0,4,80,73,2E,F8,0,0,0,0,,128,115,46,248,0,0,0,0,,
71392645,4,FALSE,Rx,0,2,43,FE,0,0,0,0,0,0,,67,254,0,0,0,0,0,0,,
71397646,12,FALSE,Rx,0,6,0F,10,11,11,A8,2E,0,0,,15,16,17,17,168,46,0,0,,
71412650,25,FALSE,Rx,0,8,44,69,F0,11,11,11,D4,FF,,68,105,240,17,17,17,212,255,,17513
71452658,1,FALSE,Rx,0,2,F1,0,0,0,0,0,0,0,,241,0,0,0,0,0,0,0,,
71462660,10,FALSE,Rx,0,6,F1,20,FE,C0,99,99,0,0,,241,32,254,192,153,153,0,0,,
71482665,11,FALSE,Rx,0,4,80,78,2E,F8,0,0,0,0,,128,120,46,248,0,0,0,0,,
71497668,12,FALSE,Rx,0,6,0F,10,11,11,A8,2D,0,0,,15,16,17,17,168,45,0,0,,
71552680,1,FALSE,Rx,0,2,F1,0,0,0,0,0,0,0,,241,0,0,0,0,0,0,0,,
71562682,10,FALSE,Rx,0,6,F1,20,FE,C0,99,99,0,0,,241,32,254,192,153,153,0,0,,
71582686,11,FALSE,Rx,0,4,80,75,2E,F8,0,0,0,0,,128,117,46,248,0,0,0,0,,
71592688,4,FALSE,Rx,0,2,43,FE,0,0,0,0,0,0,,67,254,0,0,0,0,0,0,,
71597689,12,FALSE,Rx,0,6,0F,10,11,11,A8,2D,0,0,,15,16,17,17,168,45,0,0,,
71612693,25,FALSE,Rx,0,8,44,66,F0,11,11,11,D4,FF,,68,102,240,17,17,17,212,255,,17510
71652701,1,FALSE,Rx,0,2,F2,0,0,0,0,0,0,0,,242,0,0,0,0,0,0,0,,
71662703,10,FALSE,Rx,0,6,F1,20,FE,C0,99,99,0,0,,241,32,254,192,153,153,0,0,,
71682708,11,FALSE,Rx,0,4,80,75,2E,F8,0,0,0,0,,128,117,46,248,0,0,0,0,,
71697711,12,FALSE,Rx,0,6,0F,10,11,11,A8,2D,0,0,,15,16,17,17,168,45,0,0,,
71752723,1,FALSE,Rx,0,2,F2,0,0,0,0,0,0,0,,242,0,0,0,0,0,0,0,,
71762725,10,FALSE,Rx,0,6,F1,20,FE,C0,99,99,0,0,,241,32,254,192,153,153,0,0,,
71782729,11,FALSE,Rx,0,4,80,75,2F,F8,0,0,0,0,,128,117,47,248,0,0,0,0,,
71792731,4,FALSE,Rx,0,2,43,FE,0,0,0,0,0,0,,67,254,0,0,0,0,0,0,,
71797733,12,FALSE,Rx,0,6,0F,10,11,11,A8,2E,0,0,,15,16,17,17,168,46,0,0,,
71812736,25,FALSE,Rx,0,8,44,64,F0,11,11,11,D4,FF,,68,100,240,17,17,17,212,255,,17508
71852744,1,FALSE,Rx,0,2,F2,0,0,0,0,0,0,0,,242,0,0,0,0,0,0,0,,
71862747,10,FALSE,Rx,0,6,F1,20,FE,C0,99,99,0,0,,241,32,254,192,153,153,0,0,,
71882751,11,FALSE,Rx,0,4,80,75,2F,F8,0,0,0,0,,128,117,47,248,0,0,0,0,,
71897754,12,FALSE,Rx,0,6,0F,10,11,11,A8,2E,0,0,,15,16,17,17,168,46,0,0,,
71952766,1,FALSE,Rx,0,2,F2,0,0,0,0,0,0,0,,242,0,0,0,0,0,0,0,,
71962768,10,FALSE,Rx,0,6,F1,20,FE,C0,99,99,0,0,,241,32,254,192,153,153,0,0,,
71982772,11,FALSE,Rx,0,4,80,75,2F,F8,0,0,0,0,,128,117,47,248,0,0,0,0,,
71992775,4,FALSE,Rx,0,2,43,FE,0,0,0,0,0,0,,67,254,0,0,0,0,0,0,,
71997776,12,FALSE,Rx,0,6,0F,10,11,11,A8,2F,0,0,,15,16,17,17,168,47,0,0,,
72012779,25,FALSE,Rx,0,8,44,64,F0,11,11,11,D4,FF,,68,100,240,17,17,17,212,255,,17508
72052788,1,FALSE,Rx,0,2,EC,0,0,0,0,0,0,0,,236,0,0,0,0,0,0,0,,
72062790,10,FALSE,Rx,0,6,F1,20,FE,C0,99,99,0,0,,241,32,254,192,153,153,0,0,,
72082794,11,FALSE,Rx,0,4,80,6B,2C,F8,0,0,0,0,,128,107,44,248,0,0,0,0,,
72097797,12,FALSE,Rx,0,6,0F,10,11,11,A8,2F,0,0,,15,16,17,17,168,47,0,0,,
72152809,1,FALSE,Rx,0,2,EC,0,0,0,0,0,0,0,,236,0,0,0,0,0,0,0,,
72162811,10,FALSE,Rx,0,5,EF,0,FE,99,99,0,0,0,,239,0,254,153,153,0,0,0,,
72182816,11,FALSE,Rx,0,4,80,6B,2C,F8,0,0,0,0,,128,107,44,248,0,0,0,0,,
72192818,4,FALSE,Rx,0,2,40,FE,0,0,0,0,0,0,,64,254,0,0,0,0,0,0,,
72197819,12,FALSE,Rx,0,6,0F,10,11,11,A8,2E,0,0,,15,16,17,17,168,46,0,0,,
72212822,25,FALSE,Rx,0,8,44,64,F0,11,11,11,D4,FF,,68,100,240,17,17,17,212,255,,17508
72252831,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
72262833,10,FALSE,Rx,0,6,EC,0,FE,C0,99,99,0,0,,236,0,254,192,153,153,0,0,,
72282837,11,FALSE,Rx,0,4,80,69,2C,F8,0,0,0,0,,128,105,44,248,0,0,0,0,,
72297840,12,FALSE,Rx,0,6,0F,10,11,11,A8,2C,0,0,,15,16,17,17,168,44,0,0,,
72352852,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
72362854,10,FALSE,Rx,0,6,EC,0,FE,C0,99,99,0,0,,236,0,254,192,153,153,0,0,,
72382859,11,FALSE,Rx,0,4,80,6B,2C,F8,0,0,0,0,,128,107,44,248,0,0,0,0,,
72392861,4,FALSE,Rx,0,2,40,FE,0,0,0,0,0,0,,64,254,0,0,0,0,0,0,,
72397862,12,FALSE,Rx,0,6,0F,10,11,11,A8,2B,0,0,,15,16,17,17,168,43,0,0,,
72412865,25,FALSE,Rx,0,8,44,43,F0,11,11,11,D4,FF,,68,67,240,17,17,17,212,255,,17475
72452874,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
72462876,10,FALSE,Rx,0,6,EC,0,FE,C0,99,99,0,0,,236,0,254,192,153,153,0,0,,
72482880,11,FALSE,Rx,0,4,80,6B,2C,F8,0,0,0,0,,128,107,44,248,0,0,0,0,,
72497884,12,FALSE,Rx,0,6,0F,10,11,11,A8,2C,0,0,,15,16,17,17,168,44,0,0,,
72552895,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
72562898,10,FALSE,Rx,0,6,EC,0,FE,C0,99,99,0,0,,236,0,254,192,153,153,0,0,,
72582902,11,FALSE,Rx,0,3,80,2C,F8,0,0,0,0,0,,128,44,248,0,0,0,0,0,,
72592904,4,FALSE,Rx,0,2,42,FE,0,0,0,0,0,0,,66,254,0,0,0,0,0,0,,
72597905,12,FALSE,Rx,0,6,0F,10,11,11,A8,2B,0,0,,15,16,17,17,168,43,0,0,,
72612908,25,FALSE,Rx,0,8,45,48,F0,11,11,11,D4,FF,,69,72,240,17,17,17,212,255,,17736
72652917,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
72662919,10,FALSE,Rx,0,6,EC,0,FE,C0,99,99,0,0,,236,0,254,192,153,153,0,0,,
72682924,11,FALSE,Rx,0,4,80,6B,2D,F8,0,0,0,0,,128,107,45,248,0,0,0,0,,
72697927,12,FALSE,Rx,0,6,0F,10,11,11,A8,2C,0,0,,15,16,17,17,168,44,0,0,,
72752939,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
72762941,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
72782945,11,FALSE,Rx,0,4,80,64,2D,F8,0,0,0,0,,128,100,45,248,0,0,0,0,,
72792947,4,FALSE,Rx,0,2,39,FE,0,0,0,0,0,0,,57,254,0,0,0,0,0,0,,
72797948,12,FALSE,Rx,0,6,0F,10,11,11,A8,2C,0,0,,15,16,17,17,168,44,0,0,,
72812952,25,FALSE,Rx,0,8,45,50,F0,11,11,11,D4,FF,,69,80,240,17,17,17,212,255,,17744
72852960,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
72862962,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
72882967,11,FALSE,Rx,0,4,80,69,2D,F8,0,0,0,0,,128,105,45,248,0,0,0,0,,
72897970,12,FALSE,Rx,0,6,0F,10,11,11,A8,2C,0,0,,15,16,17,17,168,44,0,0,,
72952982,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
72962984,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
72982988,11,FALSE,Rx,0,4,80,69,2D,F8,0,0,0,0,,128,105,45,248,0,0,0,0,,
72992990,4,FALSE,Rx,0,2,3D,FE,0,0,0,0,0,0,,61,254,0,0,0,0,0,0,,
72997991,12,FALSE,Rx,0,6,0F,10,11,11,A8,2C,0,0,,15,16,17,17,168,44,0,0,,
73012995,25,FALSE,Rx,0,8,45,55,F0,11,11,11,D4,FF,,69,85,240,17,17,17,212,255,,17749
73053003,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
73063005,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
73083010,11,FALSE,Rx,0,4,80,69,2A,F8,0,0,0,0,,128,105,42,248,0,0,0,0,,
73098013,12,FALSE,Rx,0,6,0F,10,11,11,A8,2D,0,0,,15,16,17,17,168,45,0,0,,
73153025,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
73163027,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
73183031,11,FALSE,Rx,0,4,80,69,2A,F8,0,0,0,0,,128,105,42,248,0,0,0,0,,
73193034,4,FALSE,Rx,0,2,3D,FE,0,0,0,0,0,0,,61,254,0,0,0,0,0,0,,
73198035,12,FALSE,Rx,0,6,0F,10,11,11,A8,2C,0,0,,15,16,17,17,168,44,0,0,,
73213038,25,FALSE,Rx,0,8,45,52,F0,11,11,11,D4,FF,,69,82,240,17,17,17,212,255,,17746
73253046,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
73263049,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
73283053,11,FALSE,Rx,0,4,80,64,2A,F8,0,0,0,0,,128,100,42,248,0,0,0,0,,
73298056,12,FALSE,Rx,0,6,0E,10,11,11,A8,2A,0,0,,14,16,17,17,168,42,0,0,,
73353068,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
73363070,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
73383075,11,FALSE,Rx,0,4,80,66,2B,F8,0,0,0,0,,128,102,43,248,0,0,0,0,,
73393077,4,FALSE,Rx,0,2,3B,FE,0,0,0,0,0,0,,59,254,0,0,0,0,0,0,,
73398078,12,FALSE,Rx,0,6,0E,10,11,11,A8,2A,0,0,,14,16,17,17,168,42,0,0,,
73413081,25,FALSE,Rx,0,8,45,4B,F0,11,11,11,D4,FF,,69,75,240,17,17,17,212,255,,17739
73453090,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
73463092,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
73483096,11,FALSE,Rx,0,4,80,69,2B,F8,0,0,0,0,,128,105,43,248,0,0,0,0,,
73498099,12,FALSE,Rx,0,6,0E,10,11,11,A8,2A,0,0,,14,16,17,17,168,42,0,0,,
73553111,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
73563113,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
73583118,11,FALSE,Rx,0,4,80,64,2B,F8,0,0,0,0,,128,100,43,248,0,0,0,0,,
73593120,4,FALSE,Rx,0,2,39,FE,0,0,0,0,0,0,,57,254,0,0,0,0,0,0,,
73598121,12,FALSE,Rx,0,6,0E,10,11,11,A8,2B,0,0,,14,16,17,17,168,43,0,0,,
73613124,25,FALSE,Rx,0,8,45,43,F0,11,11,11,D4,FF,,69,67,240,17,17,17,212,255,,17731
73653133,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
73663135,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
73683139,11,FALSE,Rx,0,3,80,2B,F8,0,0,0,0,0,,128,43,248,0,0,0,0,0,,
73698142,12,FALSE,Rx,0,6,0E,10,11,11,A8,2A,0,0,,14,16,17,17,168,42,0,0,,
73753154,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
73763156,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
73783161,11,FALSE,Rx,0,4,80,69,2B,F8,0,0,0,0,,128,105,43,248,0,0,0,0,,
73793163,4,FALSE,Rx,0,2,3E,FE,0,0,0,0,0,0,,62,254,0,0,0,0,0,0,,
73798164,12,FALSE,Rx,0,6,0E,10,11,11,A8,2B,0,0,,14,16,17,17,168,43,0,0,,
73813167,25,FALSE,Rx,0,8,46,41,F0,11,11,11,D4,FF,,70,65,240,17,17,17,212,255,,17985
73853176,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
73863178,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
73883182,11,FALSE,Rx,0,4,80,69,2B,F8,0,0,0,0,,128,105,43,248,0,0,0,0,,
73898186,12,FALSE,Rx,0,6,0E,10,11,11,A8,2B,0,0,,14,16,17,17,168,43,0,0,,
73953198,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
73963200,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
73983204,11,FALSE,Rx,0,4,80,64,2B,F8,0,0,0,0,,128,100,43,248,0,0,0,0,,
73993206,4,FALSE,Rx,0,2,39,FE,0,0,0,0,0,0,,57,254,0,0,0,0,0,0,,
73998207,12,FALSE,Rx,0,6,0E,10,11,11,A8,2A,0,0,,14,16,17,17,168,42,0,0,,
74013210,25,FALSE,Rx,0,8,46,3E,F0,11,11,11,D4,FF,,70,62,240,17,17,17,212,255,,17982
74053219,1,FALSE,Rx,0,2,ED,0,0,0,0,0,0,0,,237,0,0,0,0,0,0,0,,
74063221,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
74083225,11,FALSE,Rx,0,4,80,61,29,F8,0,0,0,0,,128,97,41,248,0,0,0,0,,
74098229,12,FALSE,Rx,0,6,0E,10,11,11,A8,2B,0,0,,14,16,17,17,168,43,0,0,,
74153241,1,FALSE,Rx,0,2,EE,0,0,0,0,0,0,0,,238,0,0,0,0,0,0,0,,
74163243,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
74183247,11,FALSE,Rx,0,4,80,69,29,F8,0,0,0,0,,128,105,41,248,0,0,0,0,,
74193249,4,FALSE,Rx,0,2,3E,FE,0,0,0,0,0,0,,62,254,0,0,0,0,0,0,,
74198250,12,FALSE,Rx,0,6,0E,10,11,11,A8,2A,0,0,,14,16,17,17,168,42,0,0,,
74213254,25,FALSE,Rx,0,8,46,3E,F0,11,11,11,D4,FF,,70,62,240,17,17,17,212,255,,17982
74253262,1,FALSE,Rx,0,2,EE,0,0,0,0,0,0,0,,238,0,0,0,0,0,0,0,,
74263264,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
74283269,11,FALSE,Rx,0,4,80,69,29,F8,0,0,0,0,,128,105,41,248,0,0,0,0,,
74298272,12,FALSE,Rx,0,6,0D,10,11,11,A8,29,0,0,,13,16,17,17,168,41,0,0,,
74353284,1,FALSE,Rx,0,2,EE,0,0,0,0,0,0,0,,238,0,0,0,0,0,0,0,,
74363286,10,FALSE,Rx,0,6,ED,20,FE,C0,99,99,0,0,,237,32,254,192,153,153,0,0,,
